"","TimeLost","EMP","HRSWorked","Kid1","Kid2","Kid3","Kid4","Kid5","Kid6","age1","age_group1","age2","age_group2","age3","age_group3","age4","age_group4","age5","age_group5","age6","age_group6","Education","ParentAge","Race","Income","HouseholdID","PersonalNumber","PID","Month","Year","TimeID","Weight","NonMetro","Female","SingleFamily","WelfareorSS","WorkFromHome"
"7836",0,1,2,1,1,0,0,0,0,3,"Toddler",0,"Infant",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","No High School Diploma",25,"Black",4388,11,105,"11105",8,2022,"82022",2200179504800,0,1,1,0,1
"7837",0,1,2,1,1,0,0,0,0,3,"Toddler",0,"Infant",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","No High School Diploma",25,"Black",6899,11,105,"11105",9,2022,"92022",2018979967800,0,1,1,0,1
"7838",0,1,45,1,1,1,0,0,0,9,"School Age",6,"School Age",1,"Infant",3022,"No Child",3022,"No Child",3022,"No Child","High School or Some College",31,"White",6529,11,101,"11101",1,2023,"12023",339312502530,0,0,0,0,0
"7839",0,1,45,1,1,1,0,0,0,9,"School Age",6,"School Age",1,"Infant",3022,"No Child",3022,"No Child",3022,"No Child","High School or Some College",31,"White",6529,11,101,"11101",10,2023,"102023",348549470160,0,0,0,0,0
"7840",0,1,45,1,1,1,0,0,0,9,"School Age",6,"School Age",1,"Infant",3022,"No Child",3022,"No Child",3022,"No Child","High School or Some College",31,"White",6529,11,101,"11101",11,2023,"112023",354656983810,0,0,0,0,0
"7841",0,1,45,1,1,1,0,0,0,9,"School Age",6,"School Age",1,"Infant",3022,"No Child",3022,"No Child",3022,"No Child","High School or Some College",31,"White",6529,11,101,"11101",12,2023,"122023",351078676310,0,0,0,0,0
"7842",0,1,45,1,1,1,0,0,0,9,"School Age",6,"School Age",1,"Infant",3022,"No Child",3022,"No Child",3022,"No Child","High School or Some College",31,"White",6529,11,101,"11101",2,2023,"22023",339267488600,0,0,0,0,0
"7843",0,1,45,1,1,1,0,0,0,9,"School Age",6,"School Age",1,"Infant",3022,"No Child",3022,"No Child",3022,"No Child","High School or Some College",31,"White",6529,11,101,"11101",3,2023,"32023",332992369300,0,0,0,0,0
"7844",0,1,45,1,1,1,0,0,0,9,"School Age",6,"School Age",1,"Infant",3022,"No Child",3022,"No Child",3022,"No Child","High School or Some College",31,"White",6529,11,101,"11101",4,2023,"42023",329836974040,0,0,0,0,0
"7845",0,1,45,1,1,1,0,0,0,9,"School Age",6,"School Age",1,"Infant",3022,"No Child",3022,"No Child",3022,"No Child","High School or Some College",31,"White",6529,11,101,"11101",5,2023,"52023",322549908330,0,0,0,0,0
"7846",0,1,45,1,1,1,0,0,0,9,"School Age",6,"School Age",1,"Infant",3022,"No Child",3022,"No Child",3022,"No Child","High School or Some College",31,"White",6529,11,101,"11101",6,2023,"62023",325485305040,0,0,0,0,0
"7847",0,1,45,1,1,1,0,0,0,9,"School Age",6,"School Age",1,"Infant",3022,"No Child",3022,"No Child",3022,"No Child","High School or Some College",31,"White",6529,11,101,"11101",7,2023,"72023",324454639700,0,0,0,0,0
"7848",0,1,45,1,1,1,0,0,0,9,"School Age",6,"School Age",1,"Infant",3022,"No Child",3022,"No Child",3022,"No Child","High School or Some College",31,"White",6529,11,101,"11101",8,2023,"82023",343102678610,0,0,0,0,0
"7849",0,1,45,1,1,1,0,0,0,9,"School Age",6,"School Age",1,"Infant",3022,"No Child",3022,"No Child",3022,"No Child","High School or Some College",31,"White",6529,11,101,"11101",9,2023,"92023",346742032940,0,0,0,0,0
"7850",0,0,0,1,1,1,1,0,0,10,"School Age",9,"School Age",6,"School Age",1,"Infant",3022,"No Child",3022,"No Child","Bachelor’s Degree",37,"White",6529,11,102,"11102",1,2023,"12023",339312502530,0,1,0,0,0
"7851",0,0,0,1,1,1,1,0,0,10,"School Age",9,"School Age",6,"School Age",1,"Infant",3022,"No Child",3022,"No Child","Bachelor’s Degree",37,"White",6529,11,102,"11102",10,2023,"102023",348549470160,0,1,0,0,0
"7852",0,0,0,1,1,1,1,0,0,10,"School Age",9,"School Age",6,"School Age",1,"Infant",3022,"No Child",3022,"No Child","Bachelor’s Degree",37,"White",6529,11,102,"11102",11,2023,"112023",354656983810,0,1,0,0,0
"7853",0,0,0,1,1,1,1,0,0,10,"School Age",9,"School Age",6,"School Age",1,"Infant",3022,"No Child",3022,"No Child","Bachelor’s Degree",37,"White",6529,11,102,"11102",12,2023,"122023",351078676310,0,1,0,0,0
"7854",0,0,0,1,1,1,1,0,0,10,"School Age",9,"School Age",6,"School Age",1,"Infant",3022,"No Child",3022,"No Child","Bachelor’s Degree",37,"White",6529,11,102,"11102",2,2023,"22023",339267488600,0,1,0,0,0
"7855",0,0,0,1,1,1,1,0,0,10,"School Age",9,"School Age",6,"School Age",1,"Infant",3022,"No Child",3022,"No Child","Bachelor’s Degree",37,"White",6529,11,102,"11102",3,2023,"32023",332992369300,0,1,0,0,0
"7856",0,0,0,1,1,1,1,0,0,10,"School Age",9,"School Age",6,"School Age",1,"Infant",3022,"No Child",3022,"No Child","Bachelor’s Degree",37,"White",6529,11,102,"11102",4,2023,"42023",329836974040,0,1,0,0,0
"7857",0,0,0,1,1,1,1,0,0,10,"School Age",9,"School Age",6,"School Age",1,"Infant",3022,"No Child",3022,"No Child","Bachelor’s Degree",37,"White",6529,11,102,"11102",5,2023,"52023",322549908330,0,1,0,0,0
"7858",0,0,0,1,1,1,1,0,0,10,"School Age",9,"School Age",6,"School Age",1,"Infant",3022,"No Child",3022,"No Child","Bachelor’s Degree",37,"White",6529,11,102,"11102",6,2023,"62023",325485305040,0,1,0,0,0
"7859",0,0,0,1,1,1,1,0,0,10,"School Age",9,"School Age",6,"School Age",1,"Infant",3022,"No Child",3022,"No Child","Bachelor’s Degree",37,"White",6529,11,102,"11102",7,2023,"72023",324454639700,0,1,0,0,0
"7860",0,0,0,1,1,1,1,0,0,10,"School Age",9,"School Age",6,"School Age",1,"Infant",3022,"No Child",3022,"No Child","Bachelor’s Degree",37,"White",6529,11,102,"11102",8,2023,"82023",343102678610,0,1,0,0,0
"7861",0,0,0,1,1,1,1,0,0,10,"School Age",9,"School Age",6,"School Age",1,"Infant",3022,"No Child",3022,"No Child","Bachelor’s Degree",37,"White",6529,11,102,"11102",9,2023,"92023",346742032940,0,1,0,0,0
"7862",0,1,0,1,0,0,0,0,0,1,"Infant",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child","High School or Some College",33,"White",2860,11,101,"11101",1,2023,"12023",440238714540,0,0,0,0,0
"7863",0,1,36,1,0,0,0,0,0,1,"Infant",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child","High School or Some College",33,"White",7205,11,101,"11101",10,2023,"102023",466792510120,0,0,0,0,0
"7864",0,1,36,1,0,0,0,0,0,1,"Infant",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child","High School or Some College",33,"White",7205,11,101,"11101",11,2023,"112023",475078126560,0,0,0,0,0
"7865",0,1,36,1,0,0,0,0,0,1,"Infant",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child","High School or Some College",33,"White",7205,11,101,"11101",12,2023,"122023",476440143660,0,0,0,0,0
"7866",0,1,18,1,0,0,0,0,0,1,"Infant",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child","High School or Some College",33,"White",5005,11,101,"11101",2,2023,"22023",441874568390,0,0,0,0,0
"7867",0,1,36,1,0,0,0,0,0,1,"Infant",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child","High School or Some College",33,"White",6614,11,101,"11101",3,2023,"32023",439190003190,0,0,0,0,0
"7868",0,1,36,1,0,0,0,0,0,1,"Infant",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child","High School or Some College",33,"White",6614,11,101,"11101",4,2023,"42023",436906389310,0,0,0,0,0
"7869",0,1,36,1,0,0,0,0,0,1,"Infant",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child","High School or Some College",33,"White",6614,11,101,"11101",5,2023,"52023",436479057120,0,0,0,0,0
"7870",0,1,36,1,0,0,0,0,0,1,"Infant",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child","High School or Some College",33,"White",6614,11,101,"11101",6,2023,"62023",441305564020,0,0,0,0,0
"7871",0,1,36,1,0,0,0,0,0,1,"Infant",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child","High School or Some College",33,"White",6614,11,101,"11101",7,2023,"72023",438432983000,0,0,0,0,0
"7872",0,1,36,1,0,0,0,0,0,1,"Infant",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child","High School or Some College",33,"White",6614,11,101,"11101",8,2023,"82023",460841833260,0,0,0,0,0
"7873",0,1,36,1,0,0,0,0,0,1,"Infant",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child","High School or Some College",33,"White",6870,11,101,"11101",9,2023,"92023",460866679180,0,0,0,0,0
"7874",0,1,40,1,0,0,0,0,0,1,"Infant",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child","Bachelor’s Degree",26,"White",2860,11,102,"11102",1,2023,"12023",440238714540,0,1,0,0,0
"7875",0,1,40,1,0,0,0,0,0,1,"Infant",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child","Bachelor’s Degree",26,"White",7205,11,102,"11102",10,2023,"102023",466792510120,0,1,0,0,0
"7876",0,1,40,1,0,0,0,0,0,1,"Infant",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child","Bachelor’s Degree",26,"White",7205,11,102,"11102",11,2023,"112023",475078126560,0,1,0,0,0
"7877",0,1,40,1,0,0,0,0,0,1,"Infant",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child","Bachelor’s Degree",26,"White",7205,11,102,"11102",12,2023,"122023",476440143660,0,1,0,0,0
"7878",0,1,40,1,0,0,0,0,0,1,"Infant",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child","Bachelor’s Degree",26,"White",5005,11,102,"11102",2,2023,"22023",441874568390,0,1,0,0,0
"7879",0,1,40,1,0,0,0,0,0,1,"Infant",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child","Bachelor’s Degree",26,"White",6614,11,102,"11102",3,2023,"32023",439190003190,0,1,0,0,0
"7880",0,1,40,1,0,0,0,0,0,1,"Infant",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child","Bachelor’s Degree",26,"White",6614,11,102,"11102",4,2023,"42023",436906389310,0,1,0,0,0
"7881",0,1,40,1,0,0,0,0,0,1,"Infant",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child","Bachelor’s Degree",26,"White",6614,11,102,"11102",5,2023,"52023",436479057120,0,1,0,0,0
"7882",0,1,40,1,0,0,0,0,0,1,"Infant",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child","Bachelor’s Degree",26,"White",6614,11,102,"11102",6,2023,"62023",441305564020,0,1,0,0,0
"7883",0,1,40,1,0,0,0,0,0,1,"Infant",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child","Bachelor’s Degree",26,"White",6614,11,102,"11102",7,2023,"72023",438432983000,0,1,0,0,0
"7884",0,1,40,1,0,0,0,0,0,1,"Infant",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child","Bachelor’s Degree",26,"White",6614,11,102,"11102",8,2023,"82023",460841833260,0,1,0,0,0
"7885",0,1,40,1,0,0,0,0,0,1,"Infant",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child",3022,"No Child","Bachelor’s Degree",26,"White",6870,11,102,"11102",9,2023,"92023",460866679180,0,1,0,0,0
"7886",0,1,45,1,1,0,0,0,0,9,"School Age",7,"School Age",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Bachelor’s Degree",41,"White",24893,11,101,"11101",1,2022,"12022",1062730534600,0,1,0,0,0
"7887",0,1,45,1,1,0,0,0,0,9,"School Age",7,"School Age",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Bachelor’s Degree",41,"White",26230,11,101,"11101",10,2022,"102022",1087636601800,0,1,0,0,0
"7888",0,1,45,1,1,0,0,0,0,9,"School Age",7,"School Age",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Bachelor’s Degree",41,"White",26230,11,101,"11101",11,2022,"112022",1082928903300,0,1,0,0,0
"7889",0,1,45,1,1,0,0,0,0,9,"School Age",7,"School Age",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Bachelor’s Degree",41,"White",26230,11,101,"11101",12,2022,"122022",1088995403100,0,1,0,0,0
"7890",0,1,45,1,1,0,0,0,0,9,"School Age",7,"School Age",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Bachelor’s Degree",41,"White",24893,11,101,"11101",2,2022,"22022",1062132841800,0,1,0,0,0
"7891",0,1,45,1,1,0,0,0,0,9,"School Age",7,"School Age",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Bachelor’s Degree",41,"White",24893,11,101,"11101",3,2022,"32022",1084151006500,0,1,0,0,0
"7892",0,1,45,1,1,0,0,0,0,9,"School Age",7,"School Age",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Bachelor’s Degree",41,"White",24893,11,101,"11101",4,2022,"42022",1082981772000,0,1,0,0,0
"7893",0,1,45,1,1,0,0,0,0,9,"School Age",7,"School Age",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Bachelor’s Degree",41,"White",24893,11,101,"11101",5,2022,"52022",1086432072800,0,1,0,0,0
"7894",0,1,45,1,1,0,0,0,0,9,"School Age",7,"School Age",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Bachelor’s Degree",41,"White",24893,11,101,"11101",6,2022,"62022",1091219329500,0,1,0,0,0
"7895",0,1,45,1,1,0,0,0,0,9,"School Age",7,"School Age",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Bachelor’s Degree",41,"White",196936,11,101,"11101",7,2022,"72022",1084423579000,0,1,0,0,0
"7896",0,1,45,1,1,0,0,0,0,9,"School Age",7,"School Age",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Bachelor’s Degree",41,"White",26230,11,101,"11101",8,2022,"82022",1098253925300,0,1,0,0,0
"7897",0,1,45,1,1,0,0,0,0,9,"School Age",7,"School Age",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Bachelor’s Degree",41,"White",26230,11,101,"11101",9,2022,"92022",1072857517800,0,1,0,0,0
"7898",0,1,50,1,1,0,0,0,0,9,"School Age",7,"School Age",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Graduate or Professional Degree",45,"White",24893,11,102,"11102",1,2022,"12022",1062730534600,0,0,0,0,0
"7899",0,1,50,1,1,0,0,0,0,9,"School Age",7,"School Age",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Graduate or Professional Degree",45,"White",26230,11,102,"11102",10,2022,"102022",1087636601800,0,0,0,0,0
"7900",0,1,50,1,1,0,0,0,0,9,"School Age",7,"School Age",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Graduate or Professional Degree",45,"White",26230,11,102,"11102",11,2022,"112022",1082928903300,0,0,0,0,0
"7901",0,1,50,1,1,0,0,0,0,9,"School Age",7,"School Age",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Graduate or Professional Degree",45,"White",26230,11,102,"11102",12,2022,"122022",1088995403100,0,0,0,0,0
"7902",0,1,50,1,1,0,0,0,0,9,"School Age",7,"School Age",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Graduate or Professional Degree",45,"White",24893,11,102,"11102",2,2022,"22022",1062132841800,0,0,0,0,0
"7903",0,1,50,1,1,0,0,0,0,9,"School Age",7,"School Age",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Graduate or Professional Degree",45,"White",24893,11,102,"11102",3,2022,"32022",1084151006500,0,0,0,0,0
"7904",0,1,50,1,1,0,0,0,0,9,"School Age",7,"School Age",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Graduate or Professional Degree",45,"White",24893,11,102,"11102",4,2022,"42022",1082981772000,0,0,0,0,0
"7905",0,1,50,1,1,0,0,0,0,9,"School Age",7,"School Age",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Graduate or Professional Degree",45,"White",24893,11,102,"11102",5,2022,"52022",1086432072800,0,0,0,0,0
"7906",0,1,50,1,1,0,0,0,0,9,"School Age",7,"School Age",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Graduate or Professional Degree",45,"White",24893,11,102,"11102",6,2022,"62022",1091219329500,0,0,0,0,0
"7907",0,1,50,1,1,0,0,0,0,9,"School Age",7,"School Age",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Graduate or Professional Degree",45,"White",196936,11,102,"11102",7,2022,"72022",1084423579000,0,0,0,0,0
"7908",0,1,50,1,1,0,0,0,0,9,"School Age",7,"School Age",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Graduate or Professional Degree",45,"White",26230,11,102,"11102",8,2022,"82022",1098253925300,0,0,0,0,0
"7909",0,1,50,1,1,0,0,0,0,9,"School Age",7,"School Age",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Graduate or Professional Degree",45,"White",26230,11,102,"11102",9,2022,"92022",1072857517800,0,0,0,0,0
"7910",0,1,45,1,1,0,0,0,0,2,"Toddler",1,"Infant",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Graduate or Professional Degree",33,"White",13704,11,101,"11101",1,2022,"12022",822074063100,0,0,0,0,0
"7911",0,1,40,1,1,0,0,0,0,2,"Toddler",1,"Infant",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Graduate or Professional Degree",33,"White",14704,11,101,"11101",10,2022,"102022",832714389630,0,0,0,0,0
"7912",0,1,40,1,1,0,0,0,0,2,"Toddler",1,"Infant",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Graduate or Professional Degree",33,"White",14704,11,101,"11101",11,2022,"112022",849512663130,0,0,0,0,0
"7913",0,1,40,1,1,0,0,0,0,2,"Toddler",1,"Infant",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Graduate or Professional Degree",33,"White",14204,11,101,"11101",12,2022,"122022",852988687130,0,0,0,0,0
"7914",0,1,33.75,1,1,0,0,0,0,2,"Toddler",1,"Infant",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Graduate or Professional Degree",33,"White",9300,11,101,"11101",2,2022,"22022",825047825980,0,0,0,0,0
"7915",0,1,27,1,1,0,0,0,0,2,"Toddler",1,"Infant",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Graduate or Professional Degree",33,"White",4558,11,101,"11101",3,2022,"32022",840684255570,0,0,0,0,0
"7916",0,1,45,1,1,0,0,0,0,2,"Toddler",1,"Infant",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Graduate or Professional Degree",33,"White",7437,11,101,"11101",4,2022,"42022",840234219990,0,0,0,0,0
"7917",0,1,40,1,1,0,0,0,0,2,"Toddler",1,"Infant",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Graduate or Professional Degree",33,"White",9459,11,101,"11101",5,2022,"52022",837421011730,0,0,0,0,0
"7918",0,1,40,1,1,0,0,0,0,2,"Toddler",1,"Infant",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Graduate or Professional Degree",33,"White",13704,11,101,"11101",6,2022,"62022",852427516930,0,0,0,0,0
"7919",0,1,40,1,1,0,0,0,0,2,"Toddler",1,"Infant",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Graduate or Professional Degree",33,"White",13704,11,101,"11101",7,2022,"72022",856218775330,0,0,0,0,0
"7920",0,1,40,1,1,0,0,0,0,2,"Toddler",1,"Infant",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Graduate or Professional Degree",33,"White",13704,11,101,"11101",8,2022,"82022",860556798940,0,0,0,0,0
"7921",0,1,40,1,1,0,0,0,0,2,"Toddler",1,"Infant",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Graduate or Professional Degree",33,"White",13704,11,101,"11101",9,2022,"92022",841105010670,0,0,0,0,0
"7922",40,1,40,1,1,0,0,0,0,2,"Toddler",1,"Infant",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Graduate or Professional Degree",33,"White",13704,11,102,"11102",1,2022,"12022",822074063100,0,1,0,0,0
"7923",40,1,40,1,1,0,0,0,0,2,"Toddler",1,"Infant",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Graduate or Professional Degree",33,"White",14704,11,102,"11102",10,2022,"102022",832714389630,0,1,0,0,0
"7924",40,1,40,1,1,0,0,0,0,2,"Toddler",1,"Infant",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Graduate or Professional Degree",33,"White",14704,11,102,"11102",11,2022,"112022",849512663130,0,1,0,0,0
"7925",40,1,40,1,1,0,0,0,0,2,"Toddler",1,"Infant",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Graduate or Professional Degree",33,"White",14204,11,102,"11102",12,2022,"122022",852988687130,0,1,0,0,0
"7926",40,1,30,1,1,0,0,0,0,2,"Toddler",1,"Infant",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Graduate or Professional Degree",33,"White",9300,11,102,"11102",2,2022,"22022",825047825980,0,1,0,0,0
"7927",40,1,0,1,1,0,0,0,0,2,"Toddler",1,"Infant",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Graduate or Professional Degree",33,"White",4558,11,102,"11102",3,2022,"32022",840684255570,0,1,0,0,0
"7928",40,1,0,1,1,0,0,0,0,2,"Toddler",1,"Infant",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Graduate or Professional Degree",33,"White",7437,11,102,"11102",4,2022,"42022",840234219990,0,1,0,0,0
"7929",40,1,10,1,1,0,0,0,0,2,"Toddler",1,"Infant",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Graduate or Professional Degree",33,"White",9459,11,102,"11102",5,2022,"52022",837421011730,0,1,0,0,0
"7930",40,1,40,1,1,0,0,0,0,2,"Toddler",1,"Infant",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Graduate or Professional Degree",33,"White",13704,11,102,"11102",6,2022,"62022",852427516930,0,1,0,0,0
"7931",40,1,40,1,1,0,0,0,0,2,"Toddler",1,"Infant",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Graduate or Professional Degree",33,"White",13704,11,102,"11102",7,2022,"72022",856218775330,0,1,0,0,0
"7932",40,1,40,1,1,0,0,0,0,2,"Toddler",1,"Infant",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Graduate or Professional Degree",33,"White",13704,11,102,"11102",8,2022,"82022",860556798940,0,1,0,0,0
"7933",40,1,40,1,1,0,0,0,0,2,"Toddler",1,"Infant",3021,"No Child",3021,"No Child",3021,"No Child",3021,"No Child","Graduate or Professional Degree",33,"White",13704,11,102,"11102",9,2022,"92022",841105010670,0,1,0,0,0
"7934",0,1,40,1,1,0,0,0,0,6,"School Age",3,"Toddler",3020,"No Child",3020,"No Child",3020,"No Child",3020,"No Child","Graduate or Professional Degree",41,"White",24579,11,101,"11101",1,2021,"12021",569978019740,0,0,0,0,1
"7935",0,1,40,1,1,0,0,0,0,6,"School Age",3,"Toddler",3020,"No Child",3020,"No Child",3020,"No Child",3020,"No Child","Graduate or Professional Degree",41,"White",24830,11,101,"11101",10,2021,"102021",570978345930,0,0,0,0,1
"7936",0,1,40,1,1,0,0,0,0,6,"School Age",3,"Toddler",3020,"No Child",3020,"No Child",3020,"No Child",3020,"No Child","Graduate or Professional Degree",41,"White",24830,11,101,"11101",11,2021,"112021",570222430460,0,0,0,0,1
"7937",0,1,40,1,1,0,0,0,0,6,"School Age",3,"Toddler",3020,"No Child",3020,"No Child",3020,"No Child",3020,"No Child","Graduate or Professional Degree",41,"White",24830,11,101,"11101",12,2021,"122021",564845614100,0,0,0,0,1
"7938",0,1,40,1,1,0,0,0,0,6,"School Age",3,"Toddler",3020,"No Child",3020,"No Child",3020,"No Child",3020,"No Child","Graduate or Professional Degree",41,"White",24579,11,101,"11101",2,2021,"22021",556729697250,0,0,0,0,1
"7939",0,1,40,1,1,0,0,0,0,6,"School Age",3,"Toddler",3020,"No Child",3020,"No Child",3020,"No Child",3020,"No Child","Graduate or Professional Degree",41,"White",24579,11,101,"11101",3,2021,"32021",565291095880,0,0,0,0,1
"7940",0,1,40,1,1,0,0,0,0,6,"School Age",3,"Toddler",3020,"No Child",3020,"No Child",3020,"No Child",3020,"No Child","Graduate or Professional Degree",41,"White",24579,11,101,"11101",4,2021,"42021",562781839060,0,0,0,0,1
"7941",0,1,40,1,1,0,0,0,0,6,"School Age",3,"Toddler",3020,"No Child",3020,"No Child",3020,"No Child",3020,"No Child","Graduate or Professional Degree",41,"White",24579,11,101,"11101",5,2021,"52021",558230130180,0,0,0,0,1
"7942",0,1,40,1,1,0,0,0,0,6,"School Age",3,"Toddler",3020,"No Child",3020,"No Child",3020,"No Child",3020,"No Child","Graduate or Professional Degree",41,"White",24579,11,101,"11101",6,2021,"62021",564519694890,0,0,0,0,1
"7943",0,1,40,1,1,0,0,0,0,6,"School Age",3,"Toddler",3020,"No Child",3020,"No Child",3020,"No Child",3020,"No Child","Graduate or Professional Degree",41,"White",59701,11,101,"11101",7,2021,"72021",567786427730,0,0,0,0,1
"7944",0,1,40,1,1,0,0,0,0,6,"School Age",3,"Toddler",3020,"No Child",3020,"No Child",3020,"No Child",3020,"No Child","Graduate or Professional Degree",41,"White",24830,11,101,"11101",8,2021,"82021",578839845440,0,0,0,0,1
"7945",0,1,40,1,1,0,0,0,0,6,"School Age",3,"Toddler",3020,"No Child",3020,"No Child",3020,"No Child",3020,"No Child","Graduate or Professional Degree",41,"White",24830,11,101,"11101",9,2021,"92021",580983240290,0,0,0,0,1
"7946",0,1,40,1,1,0,0,0,0,6,"School Age",3,"Toddler",3020,"No Child",3020,"No Child",3020,"No Child",3020,"No Child","Graduate or Professional Degree",39,"White",24579,11,102,"11102",1,2021,"12021",569978019740,0,1,0,0,0
"7947",0,1,40,1,1,0,0,0,0,6,"School Age",3,"Toddler",3020,"No Child",3020,"No Child",3020,"No Child",3020,"No Child","Graduate or Professional Degree",39,"White",24830,11,102,"11102",10,2021,"102021",570978345930,0,1,0,0,0
"7948",0,1,40,1,1,0,0,0,0,6,"School Age",3,"Toddler",3020,"No Child",3020,"No Child",3020,"No Child",3020,"No Child","Graduate or Professional Degree",39,"White",24830,11,102,"11102",11,2021,"112021",570222430460,0,1,0,0,0
"7949",0,1,40,1,1,0,0,0,0,6,"School Age",3,"Toddler",3020,"No Child",3020,"No Child",3020,"No Child",3020,"No Child","Graduate or Professional Degree",39,"White",24830,11,102,"11102",12,2021,"122021",564845614100,0,1,0,0,0
"7950",0,1,40,1,1,0,0,0,0,6,"School Age",3,"Toddler",3020,"No Child",3020,"No Child",3020,"No Child",3020,"No Child","Graduate or Professional Degree",39,"White",24579,11,102,"11102",2,2021,"22021",556729697250,0,1,0,0,0
"7951",0,1,40,1,1,0,0,0,0,6,"School Age",3,"Toddler",3020,"No Child",3020,"No Child",3020,"No Child",3020,"No Child","Graduate or Professional Degree",39,"White",24579,11,102,"11102",3,2021,"32021",565291095880,0,1,0,0,0
